日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3
2016-05-04,良,54,77,20,54,17,51,0.93,67
2016-05-05,优,46,59,12,43,8,38,0.56,82
2016-05-06,良,67,147,17,83,8,31,0.51,64
2016-05-07,良,69,216,9,57,13,37,3.51,67
2016-05-08,良,64,218,21,76,37,51,1.18,73
2016-05-09,良,74,278,27,94,30,53,1.44,78
2016-05-10,良,67,204,21,76,22,54,0.85,78
2016-05-11,轻度污染,120,308,76,144,41,59,1.91,122
2016-05-12,良,76,161,52,84,12,33,0.88,75
2016-05-13,良,59,129,25,67,23,39,1.35,58
2016-05-14,良,56,147,31,54,14,35,0.9,64
2016-05-15,良,65,299,37,60,13,39,1.12,48
2016-05-16,良,57,126,21,58,30,48,1.17,67
2016-05-17,良,93,333,53,113,41,63,2.0,111
2016-05-18,轻度污染,123,351,69,116,25,41,1.34,164
2016-05-19,良,79,179,31,62,18,34,0.93,114
2016-05-20,良,74,231,45,81,25,63,1.02,91
2016-05-21,良,76,279,43,86,37,81,0.99,78
2016-05-22,良,64,246,18,67,16,41,0.67,91
2016-05-23,良,68,247,30,82,26,63,0.81,66
2016-05-24,良,74,246,33,73,18,27,1.4,106
2016-05-25,良,59,166,16,51,20,37,1.21,91
2016-05-26,良,74,279,26,89,26,47,1.43,93
2016-05-27,良,83,304,30,107,32,61,1.2,89
2016-05-28,良,88,317,35,87,31,38,1.28,131
2016-05-29,良,74,267,37,84,21,33,0.9,87
2016-05-30,轻度污染,114,336,74,138,44,55,1.96,128
2016-05-31,良,61,169,20,66,11,29,0.4,80
2016-06-01,良,56,190,12,45,15,47,0.43,75
2016-06-02,良,83,311,29,83,31,63,1.39,108
2016-06-03,良,74,277,48,90,33,46,1.23,95
2016-06-04,良,73,263,41,76,18,30,0.67,100
2016-06-05,良,60,178,23,44,15,35,0.57,96
2016-06-06,良,64,181,35,69,15,32,0.62,96
2016-06-07,良,61,175,20,55,12,23,0.44,96
2016-06-08,轻度污染,102,325,64,125,23,57,2.06,92
2016-06-09,轻度污染,131,353,97,143,20,42,1.19,128
2016-06-10,良,73,252,44,79,10,24,0.62,82
2016-06-11,良,60,223,34,66,10,29,0.61,80
2016-06-12,良,59,231,27,61,15,39,0.98,69
2016-06-13,良,54,149,30,58,23,52,1.37,63
2016-06-14,良,53,144,33,53,12,36,0.74,65
2016-06-15,优,46,135,13,25,8,18,0.44,87
2016-06-16,良,95,334,67,115,22,47,1.6,85
2016-06-17,良,96,317,66,116,20,43,1.02,120
2016-06-18,良,66,209,33,58,13,31,0.82,107
2016-06-19,轻度污染,103,334,70,109,23,36,1.59,134
2016-06-20,良,100,336,65,98,15,26,0.85,118
2016-06-21,良,77,310,56,87,15,22,0.62,94
2016-06-22,良,51,180,28,51,14,32,0.67,75
2016-06-23,良,52,208,27,53,8,31,0.57,68
2016-06-24,优,35,87,10,26,11,38,0.48,55
2016-06-25,优,41,128,14,33,16,44,0.69,64
2016-06-26,良,87,303,41,85,34,64,1.7,96
2016-06-27,良,98,333,62,97,24,40,0.92,131
2016-06-28,良,68,255,30,44,14,31,0.6,104
2016-06-29,良,76,301,49,81,18,36,0.82,89
2016-06-30,轻度污染,125,358,90,133,19,49,1.92,79
2016-07-01,优,47,209,21,37,15,40,0.65,72
2016-07-02,良,67,266,38,68,23,53,1.5,81
2016-07-03,良,61,232,36,59,28,42,1.19,84
2016-07-04,良,56,217,34,59,15,45,0.66,64
2016-07-05,优,42,159,17,36,11,34,0.5,56
2016-07-06,良,51,202,25,52,16,35,1.14,58
2016-07-07,优,41,126,17,36,8,17,0.38,73
2016-07-08,优,38,106,18,35,9,19,0.39,55
2016-07-09,优,46,159,23,50,15,26,0.59,50
2016-07-10,轻度污染,106,354,77,130,17,32,1.29,89
2016-07-11,良,100,347,68,111,20,29,0.93,109
2016-07-12,良,56,227,29,55,13,30,0.75,71
2016-07-13,优,38,91,12,30,10,25,0.59,66
2016-07-14,良,58,248,27,58,11,34,0.69,72
2016-07-15,优,39,103,9,31,11,27,0.43,79
2016-07-16,优,43,121,11,27,9,18,0.47,87
2016-07-17,良,64,242,33,69,16,34,1.23,86
2016-07-18,良,86,306,59,108,18,40,1.39,68
2016-07-19,良,98,352,72,117,7,20,0.65,83
2016-07-20,良,51,233,27,53,8,15,0.48,67
2016-07-21,良,55,248,24,62,10,14,0.5,71
2016-07-22,良,83,336,52,101,11,23,0.65,67
2016-07-23,轻度污染,106,355,76,127,19,35,1.79,68
2016-07-24,良,96,344,68,117,21,34,1.63,90
2016-07-25,良,89,339,63,110,13,27,0.75,78
2016-07-26,优,35,52,8,23,9,25,0.47,72
2016-07-27,良,97,357,68,124,15,43,2.02,89
2016-07-28,轻度污染,126,357,86,160,10,24,1.42,117
2016-07-29,良,76,251,48,82,6,21,0.76,100
2016-07-30,良,74,266,51,86,6,18,0.68,80
2016-07-31,优,49,136,19,45,9,38,0.8,64
2016-08-01,优,48,155,22,49,9,31,0.66,60
2016-08-02,优,50,177,25,54,9,28,0.73,68
2016-08-03,良,70,306,45,83,8,31,0.98,71
2016-08-04,良,55,233,31,63,8,28,0.72,49
2016-08-05,优,46,173,20,47,9,22,0.53,50
2016-08-06,良,59,250,33,66,10,18,0.58,66
2016-08-07,优,40,128,17,36,4,15,0.58,62
2016-08-08,优,35,69,8,29,8,23,0.47,69
2016-08-09,优,50,186,18,46,13,35,0.62,70
2016-08-10,轻度污染,133,365,100,152,23,30,1.96,107
2016-08-11,轻度污染,111,363,83,138,16,32,1.49,100
2016-08-12,轻度污染,109,365,81,140,18,40,2.09,55
2016-08-13,良,82,350,58,104,19,44,2.79,59
2016-08-14,优,44,147,13,41,14,44,0.66,49
2016-08-15,优,43,140,15,44,20,56,1.22,35
2016-08-16,良,56,223,21,49,21,44,1.44,82
2016-08-17,良,62,219,37,71,23,55,1.79,56
2016-08-18,优,38,76,19,37,9,46,0.8,39
2016-08-19,优,28,18,7,12,6,15,0.57,54
2016-08-20,优,36,49,8,18,7,18,0.42,70
2016-08-21,优,43,77,16,38,13,41,0.66,56
2016-08-22,优,39,36,16,36,11,44,0.63,40
2016-08-23,优,42,51,18,42,24,56,1.51,38
2016-08-24,良,71,231,48,79,23,38,1.54,81
2016-08-25,优,44,108,24,37,9,26,0.55,46
2016-08-26,优,28,12,8,24,14,43,0.45,30
2016-08-27,优,38,57,13,36,20,47,0.92,42
2016-08-28,优,29,5,8,24,14,43,0.5,40
2016-08-29,优,32,16,8,26,15,40,0.45,41
2016-08-30,优,32,37,7,27,13,37,0.5,42
2016-08-31,优,28,40,6,27,14,34,0.42,36
2016-09-01,优,22,24,5,17,10,24,0.46,34
2016-09-02,优,28,22,9,26,12,31,0.67,30
2016-09-03,优,40,42,17,39,11,36,0.85,36
2016-09-04,优,43,55,19,42,9,36,0.69,42
2016-09-05,优,43,68,19,43,12,40,0.96,53
2016-09-06,良,56,184,23,62,16,50,1.29,49
2016-09-07,良,57,204,33,67,14,51,1.43,45
2016-09-08,良,70,235,40,85,20,54,1.7,55
2016-09-09,良,89,275,54,110,21,57,1.84,70
2016-09-10,良,54,185,32,57,9,32,0.7,84
2016-09-11,优,50,156,30,54,6,32,0.6,59
2016-09-12,优,42,84,22,44,6,31,0.54,56
2016-09-13,良,55,143,30,57,11,37,0.71,60
2016-09-14,轻度污染,118,350,87,136,22,40,1.73,86
2016-09-15,中度污染,162,363,122,184,25,44,2.14,102
2016-09-16,轻度污染,141,359,106,164,26,40,1.81,102
2016-09-17,优,34,76,13,27,10,31,0.35,55
2016-09-18,优,22,11,7,19,6,26,0.28,43
2016-09-19,优,34,31,10,29,10,38,0.4,44
2016-09-20,优,45,77,15,44,16,54,0.57,33
2016-09-21,良,52,89,18,50,17,47,0.79,59
2016-09-22,良,72,208,40,77,19,53,0.85,106
2016-09-23,良,96,290,63,104,17,46,1.12,126
2016-09-24,轻度污染,105,310,77,136,18,57,1.27,97
2016-09-25,良,72,216,44,85,14,42,0.97,65
2016-09-26,良,57,123,30,63,10,41,0.6,57
2016-09-27,良,52,164,26,58,7,24,0.63,55
2016-09-28,优,31,60,11,25,6,29,0.37,45
2016-09-29,优,42,143,16,44,17,46,0.7,43
2016-09-30,良,85,308,57,114,24,70,1.6,84
2016-10-01,轻度污染,132,340,99,168,41,68,2.46,115
2016-10-02,轻度污染,150,348,110,191,41,73,2.73,77
2016-10-03,良,69,250,39,80,19,39,1.23,61
2016-10-04,优,33,14,12,31,13,29,0.45,52
2016-10-05,优,25,11,12,23,9,27,0.49,45
2016-10-06,优,28,11,12,26,8,31,0.46,38
2016-10-07,优,38,62,18,37,9,47,0.79,26
2016-10-08,优,35,84,17,32,7,32,0.88,31
2016-10-09,优,38,89,17,39,15,43,0.98,25
2016-10-10,良,79,318,54,101,44,72,2.33,32
2016-10-11,良,58,200,35,65,14,45,0.89,36
2016-10-12,良,51,136,21,53,14,50,0.79,34
2016-10-13,轻度污染,126,330,93,168,37,75,2.47,49
2016-10-14,轻度污染,131,351,95,163,41,78,2.51,40
2016-10-15,良,76,261,51,96,34,59,1.78,55
2016-10-16,良,57,147,35,61,13,49,1.37,48
2016-10-17,良,53,106,28,60,14,42,0.76,35
2016-10-18,良,65,183,33,79,21,57,1.32,35
2016-10-19,中度污染,152,347,114,194,26,66,2.75,57
2016-10-20,优,39,88,16,39,10,24,0.37,54
2016-10-21,优,43,167,24,46,11,42,0.54,45
2016-10-22,优,35,115,18,31,4,18,0.39,46
2016-10-23,优,34,94,13,28,7,28,0.46,43
2016-10-24,良,54,220,26,61,22,56,1.16,19
2016-10-25,良,92,325,65,116,34,82,2.47,16
2016-10-26,良,62,242,36,72,16,41,1.39,31
2016-10-27,优,44,155,19,44,18,51,0.7,18
2016-10-28,优,30,48,15,27,8,36,0.58,34
2016-10-29,优,37,117,14,36,12,39,0.61,26
2016-10-30,良,69,293,43,82,31,56,1.59,20
2016-10-31,优,34,60,16,31,8,23,0.5,37
2016-11-01,良,55,203,28,62,20,47,1.02,22
2016-11-02,良,96,286,70,125,46,79,1.91,14
2016-11-03,中度污染,174,348,131,230,48,88,3.6,4
2016-11-04,中度污染,179,340,135,235,37,82,4.55,6
2016-11-05,轻度污染,127,263,95,152,23,49,2.01,42
2016-11-06,良,58,67,39,60,13,30,0.43,49
2016-11-07,良,84,204,61,88,19,46,0.76,29
2016-11-08,良,51,165,32,54,26,46,0.8,21
2016-11-09,良,53,195,29,56,29,49,0.8,25
2016-11-10,轻度污染,106,309,79,116,20,53,1.75,6
2016-11-11,良,86,271,58,102,28,54,1.61,12
2016-11-12,优,50,51,22,51,18,41,0.63,32
2016-11-13,良,96,216,62,132,38,70,1.99,7
2016-11-14,轻度污染,115,251,80,146,28,58,2.29,24
2016-11-15,优,34,6,15,31,15,37,0.62,32
2016-11-16,良,96,243,66,117,48,69,2.5,15
2016-11-17,良,75,176,52,90,32,49,1.04,21
2016-11-18,中度污染,154,299,116,185,51,83,3.16,20
2016-11-19,良,92,213,66,99,16,41,1.03,19
2016-11-20,优,39,38,23,38,17,27,0.47,34
2016-11-21,优,32,22,17,31,11,20,0.48,47
2016-11-22,优,32,70,15,28,15,31,0.68,40
2016-11-23,优,49,197,25,52,30,54,1.35,19
2016-11-24,良,55,154,31,62,35,58,1.7,19
2016-11-25,中度污染,174,339,133,195,80,96,3.96,7
2016-11-26,严重污染,265,364,214,310,81,114,4.62,6
2016-11-27,轻度污染,121,284,86,166,49,67,2.37,27
2016-11-28,良,73,130,41,88,54,65,1.93,16
2016-11-29,优,46,28,24,48,36,45,0.82,25
2016-11-30,轻度污染,118,272,86,130,38,70,2.25,9
2016-12-01,优,38,20,20,38,30,47,1.04,34
2016-12-02,轻度污染,113,235,82,132,62,86,2.6,16
2016-12-03,重度污染,243,354,193,283,78,108,3.99,9
2016-12-04,轻度污染,147,289,110,171,42,62,2.3,24
2016-12-05,优,38,11,15,38,18,32,0.67,43
2016-12-06,轻度污染,110,255,76,125,49,72,2.29,14
2016-12-07,良,58,38,32,62,32,40,1.02,26
2016-12-08,良,66,47,39,76,36,47,1.33,29
2016-12-09,优,39,13,21,40,30,41,1.04,37
2016-12-10,良,83,154,55,108,69,72,2.37,12
2016-12-11,良,94,181,67,114,59,70,2.1,15
2016-12-12,中度污染,158,309,120,171,65,77,2.77,8
2016-12-13,优,33,11,15,31,18,27,0.47,44
2016-12-14,优,37,46,18,38,22,34,0.81,38
2016-12-15,良,56,111,36,64,37,51,1.3,23
2016-12-16,轻度污染,116,238,83,133,59,74,2.52,13
2016-12-17,严重污染,256,356,205,281,91,105,4.39,8
2016-12-18,中度污染,178,276,137,206,35,73,2.7,11
2016-12-19,重度污染,232,289,183,265,39,90,4.73,8
2016-12-20,中度污染,198,271,150,245,36,99,4.03,8
2016-12-21,中度污染,191,301,144,234,35,80,3.63,7
2016-12-22,优,50,77,29,50,19,44,0.7,43
2016-12-23,优,38,20,20,38,24,37,0.8,44
2016-12-24,良,84,172,57,98,57,73,1.99,11
2016-12-25,中度污染,159,344,120,162,101,91,5.03,6
2016-12-26,良,61,212,39,59,27,36,1.29,43
2016-12-27,优,47,113,27,50,34,44,1.09,34
2016-12-28,良,87,243,63,97,48,67,2.41,23
2016-12-29,良,55,77,33,59,40,55,1.46,26
2016-12-30,重度污染,211,332,164,222,52,92,3.35,10
2016-12-31,严重污染,292,345,241,326,68,113,5.13,8
2017-01-01,严重污染,364,359,315,438,66,137,8.4,4
2017-01-02,轻度污染,136,175,104,154,50,85,3.63,21
2017-01-03,中度污染,190,257,147,209,71,113,4.49,14
2017-01-04,轻度污染,132,171,99,148,38,74,2.51,19
2017-01-05,良,71,111,49,78,44,55,1.15,33
2017-01-06,轻度污染,119,262,87,151,89,87,3.81,13
2017-01-07,轻度污染,113,276,84,129,45,66,2.16,24
2017-01-08,良,82,198,60,83,29,54,1.36,31
2017-01-09,优,42,40,24,40,22,35,0.87,46
2017-01-10,优,47,87,27,48,28,48,1.32,34
2017-01-11,轻度污染,106,275,76,120,64,83,3.02,11
2017-01-12,良,74,204,51,81,53,59,1.26,25
2017-01-13,优,42,71,22,42,23,41,0.82,40
2017-01-14,良,53,118,19,57,27,37,0.66,38
2017-01-15,良,84,234,56,100,60,60,2.37,14
2017-01-16,良,75,168,52,86,50,50,1.45,24
2017-01-17,轻度污染,140,286,106,165,78,71,3.01,7
2017-01-18,良,78,151,52,86,36,48,1.52,35
2017-01-19,良,66,115,38,77,32,45,1.01,32
2017-01-20,优,42,52,25,41,34,40,1.02,51
2017-01-21,良,59,91,39,62,52,52,2.31,41
2017-01-22,优,42,30,25,42,30,41,1.09,44
2017-01-23,良,57,86,37,63,46,54,1.67,32
2017-01-24,轻度污染,120,254,90,132,86,85,3.97,19
2017-01-25,重度污染,219,311,169,224,113,113,5.92,17
2017-01-26,重度污染,231,310,186,243,101,91,4.32,22
2017-01-27,优,50,37,26,49,34,32,1.13,59
2017-01-28,良,81,87,57,84,47,41,1.61,41
2017-01-29,良,60,100,36,61,21,19,0.88,59
2017-01-30,优,38,29,17,31,25,26,0.94,60
2017-01-31,良,90,281,66,98,54,55,2.58,44
2017-02-01,优,45,65,21,38,23,26,1.0,63
2017-02-02,轻度污染,118,277,88,127,62,67,2.95,41
2017-02-03,中度污染,197,328,150,199,74,78,3.37,51
2017-02-04,严重污染,263,349,212,267,64,83,4.4,24
2017-02-05,轻度污染,122,253,91,122,37,51,2.17,45
2017-02-06,优,42,50,18,33,21,29,0.77,67
2017-02-07,良,62,173,40,71,46,55,1.54,31
2017-02-08,良,60,226,36,69,40,46,1.43,41
2017-02-09,优,38,38,14,27,15,23,0.8,72
2017-02-10,优,41,31,17,39,20,29,0.92,64
2017-02-11,良,57,61,35,69,49,54,1.6,33
2017-02-12,良,76,121,54,91,56,63,2.0,23
2017-02-13,良,97,198,72,112,42,60,1.78,42
2017-02-14,轻度污染,105,199,78,123,53,68,2.15,45
2017-02-15,重度污染,205,336,161,214,64,93,3.25,27
2017-02-16,轻度污染,119,252,81,129,30,52,1.44,51
2017-02-17,优,45,40,17,45,27,39,0.94,54
2017-02-18,良,88,191,61,110,59,69,2.11,21
2017-02-19,轻度污染,125,226,89,154,42,67,1.62,26
2017-02-20,优,49,48,15,45,15,20,0.56,79
2017-02-21,良,75,281,47,92,43,66,2.27,27
2017-02-22,轻度污染,104,305,77,101,39,76,2.27,37
2017-02-23,优,43,78,23,39,29,47,1.14,58
2017-02-24,良,55,134,33,59,37,56,1.7,41
2017-02-25,优,45,82,23,41,28,45,1.17,53
2017-02-26,良,63,138,39,75,42,60,1.6,36
2017-02-27,中度污染,155,354,118,180,59,94,2.57,32
2017-02-28,重度污染,207,359,162,242,61,102,3.07,37
2017-03-01,良,52,61,21,52,17,30,0.76,72
2017-03-02,良,67,171,35,83,33,55,1.62,45
2017-03-03,良,76,169,52,97,40,54,1.5,50
2017-03-04,良,98,231,72,109,37,56,1.19,66
2017-03-05,优,50,57,26,51,18,27,0.81,73
2017-03-06,良,67,223,40,83,32,48,1.4,41
2017-03-07,优,44,70,21,42,19,36,1.04,56
2017-03-08,良,55,128,22,61,30,48,1.29,49
2017-03-09,良,59,95,28,67,38,55,1.27,44
2017-03-10,良,99,272,66,122,50,82,2.15,27
2017-03-11,中度污染,187,358,144,212,70,108,2.93,27
2017-03-12,良,60,163,28,61,21,38,0.76,70
2017-03-13,良,52,172,26,56,34,48,1.0,50
2017-03-14,良,58,213,31,66,31,48,1.11,54
2017-03-15,良,65,181,37,79,44,62,1.65,51
2017-03-16,轻度污染,123,349,92,162,59,89,2.3,41
2017-03-17,中度污染,156,353,118,175,61,88,2.63,68
2017-03-18,轻度污染,150,338,113,168,48,80,1.99,65
2017-03-19,轻度污染,116,304,86,139,47,85,1.62,54
2017-03-20,良,89,276,59,104,30,68,1.21,54
2017-03-21,良,55,108,27,64,31,58,1.25,44
2017-03-22,轻度污染,102,309,76,127,63,83,2.65,40
2017-03-23,良,56,164,35,60,27,41,0.83,73
2017-03-24,良,64,184,41,74,25,49,1.0,62
2017-03-25,良,85,275,62,86,20,53,1.45,48
2017-03-26,良,88,288,64,96,28,57,1.6,44
2017-03-27,良,56,55,32,59,26,43,1.03,60
2017-03-28,良,76,189,48,99,41,61,1.67,43
2017-03-29,轻度污染,132,330,100,149,44,66,2.35,62
2017-03-30,良,73,199,42,81,17,43,0.84,71
2017-03-31,良,66,208,42,70,19,43,0.87,87
2017-04-01,良,74,213,50,91,28,69,1.17,64
2017-04-02,良,94,275,61,122,47,76,1.83,63
2017-04-03,中度污染,156,357,116,197,59,82,2.6,98
2017-04-04,轻度污染,120,342,89,141,32,63,1.05,99
2017-04-05,良,53,63,25,48,14,28,0.44,93
2017-04-06,轻度污染,104,271,75,125,19,47,1.65,62
2017-04-07,良,78,218,50,99,18,52,0.81,55
2017-04-08,良,79,255,41,96,15,50,0.97,51
2017-04-09,良,55,210,19,58,20,42,0.75,56
2017-04-10,良,80,315,47,107,35,73,1.69,41
2017-04-11,良,63,218,29,73,17,41,1.01,67
2017-04-12,良,66,190,24,80,19,44,0.79,70
2017-04-13,良,79,246,40,100,29,54,0.88,72
2017-04-14,良,100,336,67,133,30,61,2.01,70
2017-04-15,轻度污染,114,330,79,157,29,69,1.68,72
2017-04-16,良,96,280,56,130,19,50,0.98,82
2017-04-17,良,100,279,74,124,25,43,1.26,90
2017-04-18,良,64,140,21,68,7,25,0.53,85
2017-04-19,良,51,74,20,51,11,44,0.64,62
2017-04-20,良,84,284,42,115,29,64,1.75,49
2017-04-21,良,62,186,18,63,10,28,0.63,91
2017-04-22,良,86,327,36,114,30,51,1.58,82
2017-04-23,良,55,92,17,54,11,29,0.56,87
2017-04-23,良,55,92,17,54,11,29,0.56,87
2017-04-24,良,68,161,27,84,16,54,0.76,77
2017-04-25,良,53,135,17,55,13,38,0.63,70
2017-04-26,良,57,203,18,58,18,40,0.79,71
2017-04-27,良,64,220,18,71,18,50,0.84,64
2017-04-28,良,64,154,22,74,19,49,0.83,74
2017-04-29,良,95,303,34,138,32,64,1.24,68
2017-04-30,轻度污染,103,304,29,155,12,33,0.53,87
2017-05-01,良,65,118,18,71,10,36,0.44,88
2017-05-02,良,78,235,28,104,19,58,0.62,79
2017-05-03,良,64,220,38,76,9,30,0.53,84
2017-05-04,良,66,219,36,81,9,35,0.8,64
2017-05-05,中度污染,197,279,61,299,8,41,0.79,55
2017-05-06,良,86,178,25,119,19,54,1.17,54
2017-05-07,良,83,173,28,115,18,55,1.04,71
2017-05-08,轻度污染,111,324,65,170,34,64,1.94,120
2017-05-09,良,64,204,22,56,10,22,0.68,101
2017-05-10,良,85,289,52,105,20,49,1.39,97
2017-05-11,轻度污染,149,356,73,226,19,55,1.23,92
2017-05-12,轻度污染,150,333,39,248,10,34,0.51,82
2017-05-13,良,77,251,24,103,8,23,0.49,81
2017-05-14,优,46,48,12,48,9,25,0.51,71
2017-05-15,良,52,128,11,52,9,26,0.5,77
2017-05-16,良,79,310,36,89,32,50,1.85,105
2017-05-17,良,99,312,47,97,22,39,1.26,138
2017-05-18,轻度污染,122,329,57,121,33,50,1.76,163
2017-05-19,轻度污染,125,335,59,118,17,38,1.14,183
2017-05-20,良,83,249,30,67,13,34,0.72,122
2017-05-20,良,83,249,30,67,13,34,0.72,122
2017-05-21,良,58,165,28,61,13,41,0.6,74
2017-05-22,良,62,240,21,73,9,33,0.47,54
2017-05-23,优,44,117,9,26,9,21,0.51,93
2017-05-24,良,80,326,51,105,31,73,2.07,94
2017-05-25,良,59,157,16,58,11,30,0.65,89
2017-05-26,良,62,140,19,60,27,48,1.23,78
2017-05-27,良,71,131,18,54,11,45,0.45,111
2017-05-28,良,80,145,34,85,11,39,0.59,123
2017-05-29,优,48,33,17,52,7,42,0.48,62
2017-05-30,良,62,127,34,73,14,53,1.38,62
2017-05-31,轻度污染,106,313,64,122,16,52,2.13,91
2017-06-01,良,56,148,19,51,10,39,0.62,77
2017-06-02,优,41,73,12,37,9,40,0.45,44
2017-06-03,优,45,93,14,39,11,37,0.62,65
2017-06-04,良,78,314,34,73,32,55,2.04,96
2017-06-05,良,74,335,33,82,32,62,1.22,85
2017-06-06,良,52,214,18,39,10,41,0.61,93
2017-06-07,良,73,284,39,76,10,36,0.96,109
2017-06-08,良,74,244,26,71,25,52,1.52,108
2017-06-09,良,72,243,25,71,23,41,1.14,96
2017-06-10,良,51,196,9,48,9,28,0.36,77
2017-06-11,良,60,233,15,64,25,47,0.68,64
2017-06-12,优,50,180,13,39,10,42,0.56,88
2017-06-13,良,71,266,20,61,21,53,0.82,89
2017-06-14,轻度污染,101,315,31,82,29,50,1.67,149
2017-06-15,轻度污染,113,302,26,77,24,51,1.46,162
2017-06-16,轻度污染,119,306,50,111,28,60,1.62,155
2017-06-17,轻度污染,143,349,76,133,29,46,1.58,203
2017-06-18,轻度污染,142,362,58,105,17,34,1.01,204
2017-06-19,良,87,308,50,80,11,33,0.79,139
2017-06-20,良,68,252,30,49,11,36,0.84,120
2017-06-21,良,74,266,35,70,15,54,1.57,90
2017-06-22,良,63,256,38,70,10,57,1.12,66
2017-06-23,优,49,160,28,48,6,26,0.56,84
2017-06-24,优,48,161,17,31,6,28,0.56,89
2017-06-25,良,57,189,20,46,13,46,0.79,79
2017-06-26,良,90,299,52,95,12,46,1.23,121
2017-06-27,良,75,240,41,68,7,26,0.74,120
2017-06-28,良,55,145,27,54,6,28,0.49,85
2017-06-29,良,67,216,41,76,5,32,0.62,97
2017-06-30,轻度污染,116,349,83,129,7,37,1.2,159
2017-07-01,轻度污染,119,343,76,119,6,30,1.08,144
2017-07-02,良,55,218,29,55,6,34,0.56,75
2017-07-03,优,50,173,25,47,4,26,0.5,76
2017-07-04,良,51,165,23,51,6,30,0.6,59
2017-07-05,良,62,229,30,64,7,34,0.7,78
2017-07-06,良,64,269,42,75,7,22,0.43,86
2017-07-07,良,75,320,32,55,5,18,0.92,125
2017-07-08,良,94,331,42,69,5,22,0.75,150
2017-07-09,良,76,311,31,67,4,26,0.44,110
2017-07-10,轻度污染,105,346,73,132,5,36,0.97,105
2017-07-11,轻度污染,132,357,65,122,10,46,1.46,153
2017-07-12,轻度污染,117,356,53,93,6,28,0.94,170
2017-07-13,轻度污染,104,346,52,88,7,25,0.91,149
2017-07-14,良,77,307,31,60,6,27,0.53,123
2017-07-15,良,63,265,17,42,4,22,0.42,108
2017-07-16,良,52,184,15,43,4,24,0.37,74
2017-07-17,优,38,81,13,31,4,20,0.33,73
2017-07-18,良,64,241,34,57,4,15,0.52,105
2017-07-19,优,50,173,17,40,5,18,0.65,102
2017-07-20,良,83,326,52,101,7,36,0.95,109
2017-07-21,优,43,129,12,23,5,24,0.34,73
2017-07-22,优,37,58,9,24,8,36,0.36,71
2017-07-23,良,57,174,27,63,19,45,1.48,65
2017-07-24,良,70,260,40,85,12,46,1.15,62
2017-07-25,良,51,140,9,26,11,31,0.28,91
2017-07-26,良,51,115,18,51,14,57,0.71,60
2017-07-27,良,67,228,22,49,10,35,0.67,113
2017-07-28,良,60,210,19,53,16,48,0.56,79
2017-07-29,良,66,253,21,60,22,43,0.61,87
2017-07-30,良,87,322,28,65,18,41,1.47,114
2017-07-31,良,84,300,35,72,27,39,1.23,106
2017-08-01,优,48,164,22,48,13,26,0.53,53
2017-08-02,优,30,27,11,28,7,15,0.3,48
2017-08-03,优,42,134,14,36,7,12,0.54,80
2017-08-04,良,58,197,29,62,8,26,0.65,73
2017-08-05,良,60,212,29,65,7,30,0.69,64
2017-08-06,良,100,334,38,72,13,27,1.79,148
2017-08-07,良,56,201,11,28,11,31,0.5,93
2017-08-08,良,77,329,21,51,21,38,1.39,99
2017-08-09,优,42,122,15,37,13,52,0.78,59
2017-08-10,轻度污染,110,360,39,80,28,42,2.11,141
2017-08-11,良,76,280,43,78,15,37,0.98,106
2017-08-12,良,58,237,33,61,8,33,0.68,81
2017-08-13,优,50,204,18,34,7,25,0.39,81
2017-08-14,优,33,74,9,18,8,35,0.38,59
2017-08-15,优,49,174,13,31,12,32,0.66,80
2017-08-16,良,51,194,22,50,11,50,1.0,48
2017-08-17,优,40,114,11,28,11,38,0.59,52
2017-08-18,优,45,150,11,27,10,31,0.47,67
2017-08-19,良,58,264,21,45,11,31,0.52,81
2017-08-20,优,44,130,17,32,9,23,0.42,77
2017-08-21,良,84,337,38,72,17,37,1.62,104
2017-08-22,良,87,337,52,94,15,33,1.82,97
2017-08-23,优,42,133,19,36,10,32,0.79,68
2017-08-24,优,42,159,12,36,15,45,0.63,53
2017-08-25,优,42,142,12,38,17,49,0.69,41
2017-08-26,优,47,197,14,48,21,55,0.92,32
2017-08-27,优,47,189,19,51,26,58,1.71,43
2017-08-28,优,35,98,13,29,9,33,0.69,57
2017-08-29,优,38,145,12,35,15,31,0.59,57
2017-08-30,良,61,329,30,62,23,45,1.69,82
2017-08-31,良,77,341,38,75,20,50,1.67,83
2017-09-01,良,91,355,58,102,24,46,2.19,97
2017-09-02,良,75,308,40,77,18,50,1.16,96
2017-09-03,良,87,342,50,90,18,43,1.03,100
2017-09-04,良,88,348,41,73,15,32,0.9,132
2017-09-05,良,68,301,40,73,20,51,1.38,87
2017-09-06,良,51,227,17,46,17,55,0.62,50
2017-09-07,良,87,336,33,75,24,52,1.42,99
2017-09-08,良,92,338,66,115,36,59,3.37,55
2017-09-09,良,56,189,24,56,10,38,0.55,109
2017-09-10,良,62,274,35,71,9,56,0.73,52
2017-09-11,优,39,99,14,31,7,36,0.46,54
2017-09-12,良,52,148,15,43,17,43,0.95,70
2017-09-13,良,57,148,19,41,10,34,0.51,100
2017-09-14,良,97,346,50,97,18,64,1.46,115
2017-09-15,良,91,333,46,88,9,44,1.05,110
2017-09-16,良,66,216,38,72,12,43,1.02,93
